,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,Total_Pts
96,872,David Raya,ARS,GK,7.3,4.49,0.0,0.0,4.49
97,307,Harvey Barnes,NEW,MID,8.3,0.0,0.0,0.0,0.0
98,813,Moisés Caicedo,CHE,MID,8.0,0.0,0.0,2.99,2.99
99,784,Morgan Gibbs-White,FOR,MID,7.9,0.0,3.64,0.0,3.64
100,646,Kai Havertz,ARS,MID,9.2,1.16,0.0,0.0,1.16
101,224,Anthony Gordon,NEW,MID,7.8,3.75,0.0,0.0,3.75
102,261,Tim Ream,FUL,DEF,7.5,3.42,0.0,0.0,3.42
103,633,Diogo Jota,LIV,MID,9.1,0.0,3.23,0.0,3.23
104,1202,Dejan Kulusevski,TOT,MID,8.1,0.0,0.0,3.01,3.01
105,111,Ben Mee,BRE,DEF,8.0,3.88,0.0,0.0,3.88
106,438,Aaron Wan-Bissaka,MUN,DEF,8.0,0.0,0.0,0.0,0.0
107,1085,Raphaël Varane,MUN,DEF,8.3,3.91,0.0,0.0,3.91
108,36,Tyrone Mings,AVL,DEF,8.0,0.0,0.0,0.0,0.0
109,624,Pedro Neto,WOL,MID,7.6,3.33,0.0,0.0,3.33
110,104,James Tarkowski,EVE,DEF,7.8,2.6,0.0,0.0,2.6
111,588,Michail Antonio,WHU,FOR,7.7,2.49,0.0,0.0,2.49
112,408,Diogo Dalot,MUN,DEF,8.2,4.14,0.0,0.0,4.14
113,1011,José Sá,WOL,GK,6.9,4.94,0.0,0.0,4.94
114,886,Ethan Pinnock,BRE,DEF,7.9,4.61,0.0,0.0,4.61
115,655,Alphonse Areola,WHU,GK,6.6,3.91,0.0,0.0,3.91
116,465,Joelinton,NEW,MID,8.0,2.99,0.0,0.0,2.99
117,620,Max Kilman,WOL,DEF,7.7,4.14,0.0,0.0,4.14
118,340,Joe Gomez,LIV,DEF,8.2,0.0,1.29,0.0,1.29
119,160,Kurt Zouma,WHU,DEF,7.4,2.18,0.0,0.0,2.18
120,85,Leandro Trossard,ARS,MID,8.7,0.96,0.0,0.0,0.96
121,869,Rico Henry,BRE,DEF,7.8,0.0,0.0,0.0,0.0
122,392,Bernardo Silva,MCI,MID,8.3,3.08,0.0,0.0,3.08
123,168,Conor Gallagher,CHE,MID,7.8,0.0,0.0,2.66,2.66
124,3384,Carlton Morris,LUT,FOR,7.1,0.0,3.6,0.0,3.6
125,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0
126,890,Mathias Jensen,BRE,MID,7.6,3.16,0.0,0.0,3.16
127,59,John McGinn,AVL,MID,7.7,0.0,2.41,0.0,2.41
128,1437,Lucas Paquetá,WHU,MID,8.0,2.21,0.0,0.0,2.21
129,175,Mateo Kovačić,MCI,MID,8.3,3.28,0.0,0.0,3.28
130,185,Tyrick Mitchell,CRY,DEF,7.7,3.86,0.0,0.0,3.86
131,1905,Jurriën Timber,ARS,DEF,8.7,0.0,0.0,0.0,0.0
132,1326,Aaron Hickey,BRE,DEF,7.5,3.12,0.0,0.0,3.12
133,1269,João Palhinha,FUL,MID,7.9,4.22,0.0,0.0,4.22
134,374,João Cancelo,MCI,DEF,9.3,0.0,0.0,0.0,0.0
135,634,Willy Boly,FOR,DEF,6.8,0.0,2.65,0.0,2.65
136,604,Aaron Cresswell,WHU,DEF,7.7,0.28,0.0,0.0,0.28
137,1440,Antony,MUN,MID,8.7,3.02,0.0,0.0,3.02
138,237,Lucas Digne,AVL,DEF,7.6,0.0,3.27,0.0,3.27
139,1285,Brennan Johnson,TOT,MID,8.0,0.0,0.0,2.93,2.93
140,3381,Malo Gusto,CHE,DEF,6.8,0.0,0.0,1.03,1.03
141,538,Ben Davies,TOT,DEF,7.8,0.0,0.0,0.75,0.75
142,734,Saïd Benrahma,WHU,MID,7.9,1.25,0.0,0.0,1.25
143,570,Sam Johnstone,CRY,GK,6.5,4.89,0.0,0.0,4.89
144,178,Joel Ward,CRY,DEF,7.5,3.63,0.0,0.0,3.63
145,344,Kostas Tsimikas,LIV,DEF,7.2,0.0,5.14,0.0,5.14
146,154,Emerson Palmieri,WHU,DEF,7.1,2.17,0.0,0.0,2.17
147,1069,Leon Bailey,AVL,MID,7.8,0.0,2.25,0.0,2.25
148,430,Andreas Pereira,FUL,MID,7.9,3.21,0.0,0.0,3.21
149,649,Abdoulaye Doucouré,EVE,MID,7.3,3.9,0.0,0.0,3.9
150,531,Pierre Højbjerg,TOT,MID,8.1,0.0,0.0,0.89,0.89
151,1215,Alejandro Garnacho,MUN,MID,7.5,1.05,0.0,0.0,1.05
152,209,Dominic Calvert-Lewin,EVE,FOR,7.9,3.7,0.0,0.0,3.7
153,3182,Mykhailo Mudryk,CHE,MID,8.2,0.0,0.0,2.76,2.76
154,715,Vladimír Coufal,WHU,DEF,7.4,2.28,0.0,0.0,2.28
155,71,Jason Steele,BHA,GK,7.0,2.88,0.0,0.0,2.88
156,1227,Philip Billing,BOU,MID,7.8,2.78,0.0,0.0,2.78
157,2351,Jeremy Doku,MCI,MID,8.5,2.77,0.0,0.0,2.77
158,725,Danny Welbeck,BHA,FOR,7.5,2.33,0.0,0.0,2.33
159,1689,Christopher Nkunku,CHE,FOR,9.4,0.0,0.0,0.0,0.0
160,1316,Pape Matar Sarr,TOT,MID,6.5,0.0,0.0,3.1,3.1
161,1408,Matheus Nunes,MCI,MID,7.6,1.37,0.0,0.0,1.37
162,222,Alex Iwobi,FUL,MID,7.8,1.82,0.0,0.0,1.82
163,335,Youri Tielemans,AVL,MID,8.1,0.0,0.99,0.0,0.99
164,608,Issa Diop,FUL,DEF,7.3,0.0,0.0,0.0,0.0
165,66,Yves Bissouma,TOT,MID,7.3,0.0,0.0,2.59,2.59
166,653,Kenny Tete,FUL,DEF,7.4,0.0,0.0,0.0,0.0
167,144,Billy Gilmour,BHA,MID,6.8,2.08,0.0,0.0,2.08
168,397,Cole Palmer,CHE,MID,6.5,0.0,0.0,3.55,3.55
169,1105,Hwang Hee-chan,WOL,MID,7.3,3.49,0.0,0.0,3.49
170,1002,Ibrahima Konaté,LIV,DEF,9.0,0.0,5.11,0.0,5.11
171,1377,Rico Lewis,MCI,DEF,7.0,0.3,0.0,0.0,0.3
172,542,Serge Aurier,FOR,DEF,7.0,0.0,2.39,0.0,2.39
173,898,Nathan Collins,BRE,DEF,7.3,2.99,0.0,0.0,2.99
174,622,Daniel Podence,WOL,MID,7.6,0.0,0.0,0.0,0.0
175,311,Demarai Gray,EVE,MID,7.7,0.0,0.0,0.0,0.0
176,266,Bobby Reid,FUL,MID,6.7,1.76,0.0,0.0,1.76
177,994,Ashley Young,EVE,DEF,7.2,2.03,0.0,0.0,2.03
178,115,Dwight McNeil,EVE,MID,7.9,3.12,0.0,0.0,3.12
179,3178,Álex Moreno,AVL,DEF,7.9,0.0,0.0,0.0,0.0
180,56,Jacob Ramsey,AVL,MID,8.0,0.0,0.0,0.0,0.0
181,1093,Aaron Ramsey,BUR,MID,6.7,0.0,0.0,0.0,0.0
182,1252,Matt Turner,FOR,GK,6.1,0.0,2.34,0.0,2.34
183,866,Emi Buendía,AVL,MID,7.9,0.0,0.0,0.0,0.0
184,148,Kepa Arrizabalaga,CHE,GK,7.2,0.0,0.0,0.0,0.0
185,58,Marvelous Nakamba,LUT,MID,6.6,0.0,3.89,0.0,3.89
186,345,Neco Williams,FOR,DEF,6.8,0.0,0.6,0.0,0.6
187,511,Danny Ings,WHU,FOR,8.1,0.9,0.0,0.0,0.9
188,623,Raúl Jiménez,FUL,FOR,7.4,2.86,0.0,0.0,2.86
189,386,Aymeric Laporte,MCI,DEF,8.6,0.0,0.0,0.0,0.0
190,1256,Jan Paul van Hecke,BHA,DEF,6.7,1.86,0.0,0.0,1.86
191,91,Joël Veltman,BHA,DEF,7.9,2.1,0.0,0.0,2.1
192,1113,Emerson,TOT,DEF,7.9,0.0,0.0,0.56,0.56
193,713,Carlos Vinícius,FUL,FOR,6.9,1.72,0.0,0.0,1.72
194,1897,Mark Flekken,BRE,GK,6.9,5.59,0.0,0.0,5.59
195,1001,Michael Olise,CRY,MID,7.9,1.5,0.0,0.0,1.5
196,844,Anthony Elanga,FOR,MID,7.2,0.0,3.29,0.0,3.29
197,1317,Nayef Aguerd,WHU,DEF,7.3,2.36,0.0,0.0,2.36
198,1230,Jefferson Lerma,CRY,MID,7.0,2.65,0.0,0.0,2.65
199,879,Christian Nørgaard,BRE,MID,6.9,4.8,0.0,0.0,4.8
200,372,Joël Matip,LIV,DEF,8.0,0.0,1.19,0.0,1.19
201,19,Kieran Tierney,ARS,DEF,8.0,0.0,0.0,0.0,0.0
202,3366,Lyle Foster,BUR,FOR,6.6,3.37,0.0,0.0,3.37
203,1117,Mathias Jørgensen,BRE,DEF,6.6,0.23,0.0,0.0,0.23
204,454,Jamaal Lascelles,NEW,DEF,6.6,2.82,0.0,0.0,2.82
205,192,Jordan Ayew,CRY,FOR,7.6,2.88,0.0,0.0,2.88
206,84,Tariq Lamptey,BHA,DEF,7.4,0.0,0.0,0.0,0.0
207,346,James Milner,BHA,MID,6.6,1.2,0.0,0.0,1.2
208,613,Łukasz Fabiański,WHU,GK,6.8,0.0,0.0,0.0,0.0
209,1255,Julio César Enciso,BHA,MID,7.9,0.0,0.0,0.0,0.0
210,599,Tomáš Souček,WHU,MID,7.7,2.62,0.0,0.0,2.62
211,1545,Matheus Cunha,WOL,FOR,7.2,3.28,0.0,0.0,3.28
212,3377,Jordan Beyer,BUR,DEF,6.6,1.16,0.0,0.0,1.16
213,741,James Trafford,BUR,GK,6.6,6.1,0.0,0.0,6.1
214,263,Antonee Robinson,FUL,DEF,7.7,2.67,0.0,0.0,2.67
215,458,Sean Longstaff,NEW,MID,7.2,1.71,0.0,0.0,1.71
216,1397,Marcos Senesi,BOU,DEF,6.9,0.33,0.0,0.0,0.33
217,405,Harry Maguire,MUN,DEF,8.0,2.28,0.0,0.0,2.28
218,1080,Romelu Lukaku,CHE,FOR,9.3,0.0,0.0,0.0,0.0
219,716,Thomas Partey,ARS,MID,7.6,1.84,0.0,0.0,1.84
220,733,Craig Dawson,WOL,DEF,7.3,4.22,0.0,0.0,4.22
221,545,Eric Dier,TOT,DEF,8.0,0.0,0.0,0.49,0.49
222,706,Nélson Semedo,WOL,DEF,7.5,2.9,0.0,0.0,2.9
223,1037,Jadon Sancho,MUN,MID,8.3,0.0,0.0,0.0,0.0
224,77,Adam Webster,BHA,DEF,8.0,1.58,0.0,0.0,1.58
225,24,Willian,FUL,MID,7.7,2.93,0.0,0.0,2.93
226,802,Jean-Philippe Mateta,CRY,FOR,6.7,1.79,0.0,0.0,1.79
227,410,Anthony Martial,MUN,FOR,7.9,0.8,0.0,0.0,0.8
228,1199,Christian Eriksen,MUN,MID,7.9,0.39,0.0,0.0,0.39
229,1171,Nathan Patterson,EVE,DEF,7.2,0.87,0.0,0.0,0.87
230,429,Victor Lindelöf,MUN,DEF,7.9,2.64,0.0,0.0,2.64
231,427,Scott McTominay,MUN,MID,6.8,0.56,0.0,0.0,0.56
232,445,Jacob Murphy,NEW,MID,7.0,1.56,0.0,0.0,1.56
233,1333,Cheick Doucouré,CRY,MID,6.9,2.85,0.0,0.0,2.85
234,1030,Kristoffer Ajer,BRE,DEF,6.6,2.7,0.0,0.0,2.7
235,1254,Diego Carlos,AVL,DEF,7.3,0.0,1.82,0.0,1.82
236,159,Jorginho,ARS,MID,7.6,0.65,0.0,0.0,0.65
237,456,Matt Ritchie,NEW,DEF,6.5,0.0,0.0,0.0,0.0
238,1400,Amadou Onana,EVE,MID,7.4,2.48,0.0,0.0,2.48
239,370,Harvey Elliott,LIV,MID,7.5,0.0,0.57,0.0,0.57
240,3364,Simon Adingra,BHA,MID,7.0,2.15,0.0,0.0,2.15
241,1396,Neto,BOU,GK,6.6,2.78,0.0,0.0,2.78
242,1110,Marc Cucurella,CHE,DEF,8.3,0.0,0.0,1.15,1.15
243,711,Elliot Anderson,NEW,MID,6.5,0.98,0.0,0.0,0.98
244,101,Neal Maupay,BRE,FOR,7.3,3.62,0.0,0.0,3.62
245,3416,Anel Ahmedhodzic,SHU,DEF,7.1,0.0,0.0,0.0,0.0
246,127,Jay Rodriguez,BUR,FOR,6.8,0.0,0.0,0.0,0.0
247,606,Angelo Ogbonna,WHU,DEF,6.9,0.2,0.0,0.0,0.2
248,3383,Elijah Adebayo,LUT,FOR,6.9,0.0,1.5,0.0,1.5
249,186,Jeffrey Schlupp,CRY,MID,7.2,0.41,0.0,0.0,0.41
250,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0
251,1109,Takehiro Tomiyasu,ARS,DEF,7.5,1.22,0.0,0.0,1.22
252,217,Michael Keane,EVE,DEF,7.3,0.47,0.0,0.0,0.47
253,44,Matt Targett,NEW,DEF,7.5,0.62,0.0,0.0,0.62
254,1286,Joe Worrall,FOR,DEF,6.8,0.0,0.17,0.0,0.17
255,2391,Ansu Fati,BHA,MID,8.2,2.93,0.0,0.0,2.93
256,206,James Tomkins,CRY,DEF,6.5,0.0,0.0,0.0,0.0
257,343,Curtis Jones,LIV,MID,7.3,0.0,2.34,0.0,2.34
258,3361,Justin Kluivert,BOU,MID,7.8,1.03,0.0,0.0,1.03
259,1403,Remo Freuler,FOR,MID,6.5,0.0,0.0,0.0,0.0
260,884,Ivan Toney,BRE,FOR,8.7,0.0,0.0,0.0,0.0
261,367,Harry Wilson,FUL,MID,7.4,2.03,0.0,0.0,2.03
262,259,Harrison Reed,FUL,MID,7.5,1.98,0.0,0.0,1.98
263,1284,Scott McKenna,FOR,DEF,6.6,0.0,0.0,0.0,0.0
264,11,Joe Willock,NEW,MID,7.6,0.93,0.0,0.0,0.93
265,853,Valentino Livramento,NEW,DEF,8.3,0.42,0.0,0.0,0.42
266,404,James Garner,EVE,MID,6.5,2.41,0.0,0.0,2.41
267,2095,Zeki Amdouni,BUR,FOR,7.1,1.78,0.0,0.0,1.78
268,129,Chris Wood,FOR,FOR,7.2,0.0,3.72,0.0,3.72
269,490,George Baldock,SHU,DEF,6.9,2.43,0.0,0.0,2.43
270,1253,Boubacar Kamara,AVL,MID,6.7,0.0,2.74,0.0,2.74
271,1238,James Hill,BOU,DEF,6.4,0.0,0.0,0.0,0.0
272,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0
273,2339,Tom Lockyer,LUT,DEF,7.1,0.0,1.55,0.0,1.55
274,1111,Connor Roberts,BUR,DEF,7.2,4.28,0.0,0.0,4.28
275,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.0
276,3208,Illia Zabarnyi,BOU,DEF,6.6,0.09,0.0,0.0,0.09
277,3207,João Gomes,WOL,MID,6.9,2.11,0.0,0.0,2.11
278,3439,Milos Kerkez,BOU,DEF,6.7,0.64,0.0,0.0,0.64
279,450,Paul Dummett,NEW,DEF,6.5,0.34,0.0,0.0,0.34
280,10,Rob Holding,CRY,DEF,7.0,0.2,0.0,0.0,0.2
281,530,Davinson Sánchez,TOT,DEF,7.6,0.0,0.0,0.0,0.0
282,9,Emile Smith Rowe,ARS,MID,7.9,0.0,0.0,0.0,0.0
283,875,Mads Roerslev,BRE,DEF,6.8,1.67,0.0,0.0,1.67
284,3484,Beto,EVE,FOR,7.7,1.58,0.0,0.0,1.58
285,1889,Arnaut Danjuma,EVE,MID,7.4,1.1,0.0,0.0,1.1
286,3363,Bart Verbruggen,BHA,GK,6.9,2.08,0.0,0.0,2.08
287,3411,Issa Kaboré,LUT,DEF,7.0,0.0,1.82,0.0,1.82
288,130,Josh Brownhill,BUR,MID,7.1,2.18,0.0,0.0,2.18
289,1174,Philippe Coutinho,AVL,MID,7.7,0.0,0.0,0.0,0.0
290,471,Wes Foderingham,SHU,GK,6.4,4.74,0.0,0.0,4.74
291,676,Fábio Silva,WOL,FOR,7.4,1.35,0.0,0.0,1.35
292,3461,Calvin Bassey,FUL,DEF,7.5,2.43,0.0,0.0,2.43
293,1434,Divin Mubama,WHU,FOR,6.5,0.0,0.0,0.0,0.0
294,724,Rayan Aït Nouri,WOL,DEF,7.2,3.16,0.0,0.0,3.16
295,3477,Gustavo Hamer,SHU,MID,6.8,3.66,0.0,0.0,3.66
296,3365,Vitinho,BUR,DEF,6.6,1.0,0.0,0.0,1.0
297,1441,Idrissa Gana Gueye,EVE,MID,7.4,1.98,0.0,0.0,1.98
298,1861,Sofyan Amrabat,MUN,MID,7.3,0.76,0.0,0.0,0.76
299,686,Dean Henderson,CRY,GK,6.6,0.0,0.0,0.0,0.0
300,727,Nathaniel Clyne,CRY,DEF,7.1,0.57,0.0,0.0,0.57
301,481,Sander Berge,BUR,MID,7.0,2.17,0.0,0.0,2.17
302,593,Josh Cullen,BUR,MID,7.0,2.56,0.0,0.0,2.56
303,189,Vicente Guaita,CRY,GK,6.6,0.0,0.0,0.0,0.0
304,2319,Ben Doak,LIV,FOR,6.5,0.0,0.0,0.0,0.0
305,1192,Toti Gomes,WOL,DEF,6.9,2.97,0.0,0.0,2.97
306,1168,Vitaliy Mykolenko,EVE,DEF,7.6,2.59,0.0,0.0,2.59
307,1383,Manor Solomon,TOT,MID,7.0,0.0,0.0,0.0,0.0
308,297,Kalvin Phillips,MCI,MID,7.1,0.19,0.0,0.0,0.19
309,45,Cameron Archer,SHU,FOR,7.2,3.53,0.0,0.0,3.53
310,594,Pablo Fornals,WHU,MID,7.4,0.76,0.0,0.0,0.76
311,3403,Amari'i Bell,LUT,DEF,7.1,0.0,0.0,0.0,0.0
312,1438,Sasa Kalajdzic,WOL,FOR,6.7,0.47,0.0,0.0,0.47
313,696,Sergio Reguilón,MUN,DEF,7.6,3.31,0.0,0.0,3.31
314,1047,Armando Broja,CHE,FOR,7.4,0.0,0.0,0.0,0.0
315,720,Tosin Adarabioyo,FUL,DEF,7.0,0.24,0.0,0.0,0.24
316,880,Vitaly Janelt,BRE,MID,7.3,2.24,0.0,0.0,2.24
317,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.0,0.0
318,150,Callum Hudson-Odoi,FOR,MID,7.7,0.0,0.0,0.0,0.0
319,916,Max Aarons,BOU,DEF,6.7,0.57,0.0,0.0,0.57
320,207,Jarrad Branthwaite,EVE,DEF,7.0,2.15,0.0,0.0,2.15
321,120,Charlie Taylor,BUR,DEF,6.8,4.48,0.0,0.0,4.48
322,1393,Marcus Tavernier,BOU,MID,7.2,1.94,0.0,0.0,1.94
323,3362,Mahmoud Dahoud,BHA,MID,7.5,0.63,0.0,0.0,0.63
324,1744,Kudus Mohammed,WHU,MID,8.1,1.86,0.0,0.0,1.86
325,1237,David Brooks,BOU,MID,6.7,0.85,0.0,0.0,0.85
326,1242,Chris Mepham,BOU,DEF,6.7,0.18,0.0,0.0,0.18
327,718,Ben Godfrey,EVE,DEF,7.1,0.43,0.0,0.0,0.43
328,3184,Danilo,FOR,MID,7.0,0.0,0.97,0.0,0.97
329,885,Josh Dasilva,BRE,MID,6.9,0.0,0.0,0.0,0.0
330,3269,Auston Trusty,SHU,DEF,6.5,3.44,0.0,0.0,3.44
331,3432,Bénie Adama Traore,SHU,FOR,7.0,0.4,0.0,0.0,0.4
332,1847,Edson Álvarez,WHU,MID,7.1,1.7,0.0,0.0,1.7
333,812,Hugo Bueno,WOL,DEF,7.0,0.37,0.0,0.0,0.37
334,493,Oliver McBurnie,SHU,FOR,7.0,3.38,0.0,0.0,3.38
335,421,Brandon Williams,MUN,DEF,6.6,0.0,0.0,0.0,0.0
336,1735,Antoine Semenyo,BOU,MID,6.6,0.47,0.0,0.0,0.47
337,936,Emmanuel Dennis,FOR,FOR,7.1,0.0,0.0,0.0,0.0
338,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0
339,1579,Luca Koleosho,BUR,MID,6.8,2.04,0.0,0.0,2.04
