,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,MD_7_Pts,MD_8_Pts,MD_9_Pts,MD_10_Pts,MD_11_Pts,MD_12_Pts,MD_13_Pts,MD_14_Pts,MD_15_Pts,MD_16_Pts,MD_17_Pts,MD_18_Pts,MD_19_Pts,MD_20_Pts,MD_21_Pts,MD_22_Pts,MD_23_Pts,MD_24_Pts,MD_25_Pts,Total_Pts
204,2068,Saša Lukić,FUL,MID,6.5,0.0,0.0,0.0,0.81,0.0,0.92,0.0,0.91,0.0,0.0,0.88,0.0,0.0,0.93,0.0,0.0,0.23,0.07,1.01,0.0,0.98,0.0,0.91,0.67,1.08,9.4
205,1227,Philip Billing,BOU,MID,7.8,0.0,0.0,0.88,0.0,0.0,0.62,0.0,0.56,0.0,0.0,0.56,0.0,0.0,0.0,0.61,0.0,0.52,0.44,0.65,0.0,0.52,0.0,0.72,0.14,0.6,6.82
206,76,Dan Burn,NEW,DEF,8.5,0.0,2.58,0.0,0.0,0.0,4.57,0.0,3.9,0.0,0.0,2.61,0.0,0.0,2.84,0.0,0.0,1.22,2.39,4.44,0.0,2.95,0.0,2.82,1.5,2.32,34.14
207,1468,Gonzalo Montiel,FOR,DEF,7.0,0.58,0.0,0.0,0.92,0.0,1.06,0.0,1.02,0.0,0.0,0.0,0.0,0.64,1.16,0.0,0.0,0.91,0.0,0.69,0.0,1.25,0.0,0.99,0.0,0.99,10.21
208,1400,Amadou Onana,EVE,MID,7.4,0.0,0.0,0.0,0.0,0.0,2.35,0.0,2.23,0.0,0.0,2.17,0.0,0.0,0.0,0.0,2.32,2.19,2.06,2.2,0.0,2.53,0.0,2.48,0.23,2.02,22.78
209,898,Nathan Collins,BRE,DEF,7.3,0.0,0.0,0.0,3.44,0.0,2.48,0.0,0.0,2.33,0.0,1.87,0.0,0.0,2.17,0.0,0.0,1.87,0.0,1.4,0.0,1.65,0.0,1.45,0.0,1.35,20.01
210,58,Marvelous Nakamba,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46
211,319,Luke Thomas,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1030,Kristoffer Ajer,BRE,DEF,6.6,0.0,0.0,0.0,3.37,0.0,2.62,0.0,0.0,2.59,0.0,2.01,0.0,0.0,3.52,0.0,0.0,2.99,0.0,2.46,0.0,3.01,0.0,2.53,0.0,2.35,27.450000000000003
213,653,Kenny Tete,FUL,DEF,7.4,0.0,0.0,0.0,0.41,0.0,0.61,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.63,0.0,0.0,0.13,0.04,0.82,0.0,0.66,0.0,0.5,0.37,0.86,6.24
214,608,Issa Diop,FUL,DEF,7.3,0.0,0.0,0.0,0.45,0.0,0.73,0.0,0.81,0.0,0.0,0.65,0.0,0.0,0.75,0.0,0.0,0.15,0.05,0.94,0.0,0.78,0.0,0.61,0.43,1.0,7.35
215,1069,Leon Bailey,AVL,MID,7.8,4.61,0.0,0.0,0.0,3.72,4.16,0.0,0.0,2.54,0.0,3.92,0.0,0.0,2.51,0.0,0.0,4.22,0.0,3.9,0.0,3.15,0.0,3.47,0.0,3.1,39.3
216,1198,Bruno Guimarães,NEW,MID,8.4,0.0,3.99,0.0,0.0,0.0,5.71,0.0,4.59,0.0,0.0,2.89,0.0,0.0,3.12,0.0,0.0,2.01,3.12,5.64,0.0,3.9,0.0,3.87,2.47,3.82,45.13
217,259,Harrison Reed,FUL,MID,7.5,0.0,0.0,0.0,1.6,0.0,1.63,0.0,1.68,0.0,0.0,1.58,0.0,0.0,1.69,0.0,0.0,0.4,0.13,1.68,0.0,1.6,0.0,1.51,1.08,1.82,16.4
218,1047,Armando Broja,FUL,FOR,7.4,0.0,0.0,0.0,0.73,0.0,0.61,0.0,0.59,0.0,0.0,0.62,0.0,0.0,0.61,0.0,0.0,0.16,0.05,0.68,0.0,0.65,0.0,0.52,0.4,0.73,6.350000000000001
219,59,John McGinn,AVL,MID,7.7,3.96,0.0,0.0,0.0,3.56,3.72,0.0,0.0,2.46,0.0,3.3,0.0,0.0,2.4,0.0,0.0,3.93,0.0,3.63,0.0,3.0,0.0,3.36,0.0,3.09,36.41
220,3178,Álex Moreno,AVL,DEF,7.9,2.69,0.0,0.0,0.0,2.52,3.21,0.0,0.0,1.17,0.0,2.74,0.0,0.0,1.38,0.0,0.0,2.91,0.0,2.53,0.0,1.83,0.0,2.07,0.0,2.53,25.580000000000005
221,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1233,Adam Smith,BOU,DEF,6.9,0.0,0.0,3.67,0.0,0.0,2.43,0.0,2.52,0.0,0.0,2.29,0.0,0.0,0.0,1.87,0.0,1.57,1.71,1.89,0.0,1.05,0.0,2.16,0.45,1.46,23.070000000000004
223,6,Mohamed Elneny,ARS,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,581,Dara O'Shea,BUR,DEF,6.7,2.61,0.0,0.0,3.49,0.0,1.13,0.0,3.12,0.0,0.0,1.75,0.0,0.0,1.69,0.0,0.0,2.16,0.0,1.21,0.0,1.88,0.0,1.1,0.0,2.58,22.72
225,1437,Lucas Paquetá,WHU,MID,8.0,4.65,0.0,0.0,0.0,4.19,3.71,0.0,3.93,0.0,0.0,3.58,0.0,0.0,3.75,0.0,0.0,3.66,0.0,3.64,0.0,3.56,0.0,4.39,0.0,2.79,41.85
226,1112,Odsonne Édouard,CRY,FOR,7.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.1,0.0,0.0,2.55,0.0,0.0,0.0,2.53,0.0,2.69,1.73,2.15,0.0,2.18,0.0,2.11,0.64,2.13,24.909999999999997
227,1469,Enzo Fernández,CHE,MID,8.4,0.0,5.13,0.0,0.0,0.0,4.55,0.0,0.0,0.0,4.54,0.0,4.87,0.0,0.0,0.0,4.61,0.76,2.89,3.59,1.41,5.23,1.36,4.21,3.41,4.58,51.14
228,984,Oliver Skipp,TOT,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.23,0.18,0.0,0.0,0.04,0.09,0.19,0.05,0.22,0.05,0.27,0.19,0.22,1.8800000000000001
229,1692,Benoît Badiashile,CHE,DEF,8.4,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.39,0.0,0.66,0.0,0.0,0.0,0.9,0.14,0.54,0.72,0.3,0.91,0.28,0.91,0.76,0.91,7.640000000000001
230,66,Yves Bissouma,TOT,MID,7.3,4.42,0.0,0.0,4.16,0.0,4.56,0.0,4.94,0.0,0.0,0.0,0.0,4.47,4.0,0.0,0.0,0.61,1.37,3.27,0.86,3.22,0.84,4.24,2.72,4.81,48.49000000000001
231,152,Mason Mount,MUN,MID,8.7,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.67,0.0,0.97,0.0,0.0,1.48,0.0,0.91,1.47,1.61,0.0,1.3,0.0,1.22,0.91,1.22,12.13
232,1315,Ivan Perišić,TOT,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,1171,Nathan Patterson,EVE,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.35,0.51,0.33,0.42,0.0,0.46,0.0,0.53,0.03,0.3,4.08
235,1900,Cody Gakpo,LIV,FOR,9.6,1.92,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,2.98,0.0,2.26,0.0,0.0,2.47,0.0,0.59,2.23,2.34,0.0,2.42,0.0,1.97,1.66,2.73,25.990000000000002
236,483,Aaron Ramsdale,ARS,GK,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.1,0.38,0.3,0.0,0.37,0.0,0.31,0.27,0.32,2.58
237,71,Jason Steele,BHA,GK,7.0,0.83,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.44,0.0,1.32,0.0,0.0,1.68,0.0,0.0,0.35,0.86,1.6,0.25,1.54,0.24,1.49,1.32,1.65,15.840000000000002
238,4,Eddie Nketiah,ARS,FOR,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.77,0.0,0.47,0.0,0.0,0.55,0.0,0.0,0.14,0.63,0.58,0.0,0.71,0.0,0.57,0.47,0.81,6.08
239,716,Thomas Partey,ARS,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.65,0.0,0.58,0.0,0.0,0.71,0.0,0.0,0.22,0.93,0.93,0.0,0.96,0.0,0.9,0.72,0.94,7.960000000000001
240,594,Pablo Fornals,WHU,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,628,Jonny Castro,WOL,DEF,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,98,Adam Lallana,BHA,MID,6.8,1.42,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.82,0.0,0.56,0.0,0.0,0.66,0.0,0.0,0.14,0.33,0.64,0.1,0.65,0.1,0.65,0.56,0.63,8.01
243,622,Daniel Podence,WOL,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,3464,Lesley Ugochukwu,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.26,0.0,0.27,0.0,0.0,0.0,0.22,0.05,0.21,0.23,0.09,0.22,0.08,0.24,0.23,0.22,2.5900000000000003
245,117,Jóhann Berg Guðmundsson,BUR,MID,7.0,1.14,0.0,0.0,1.29,0.0,1.28,0.0,1.24,0.0,0.0,1.05,0.0,0.0,1.12,0.0,0.0,1.18,0.0,1.06,0.0,1.21,0.0,1.1,0.0,1.18,12.85
246,182,Eberechi Eze,CRY,MID,8.2,0.0,0.0,0.0,0.0,0.0,4.73,0.0,4.95,0.0,0.0,3.82,0.0,0.0,0.0,4.19,0.0,5.47,3.46,4.72,0.0,4.97,0.0,4.7,1.42,4.63,47.06000000000001
247,180,Andros Townsend,LUT,MID,6.9,0.0,0.0,1.46,1.62,0.0,1.06,0.0,0.0,1.02,0.0,1.17,0.0,0.0,0.91,0.0,0.0,1.13,0.0,1.02,0.0,1.15,0.0,1.03,0.0,1.17,12.74
248,431,Teden Mengi,LUT,DEF,7.7,0.0,0.0,2.48,3.13,0.0,1.27,0.0,0.0,0.8,0.0,2.9,0.0,0.0,0.4,0.0,0.0,2.43,0.0,2.52,0.0,2.73,0.0,2.19,0.0,2.76,23.61
249,676,Fábio Silva,WOL,FOR,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,16,Martinelli,ARS,MID,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,5.7,0.0,3.76,0.0,0.0,4.27,0.0,0.0,0.99,4.4,3.87,0.0,4.84,0.0,3.91,3.25,4.73,42.71000000000001
251,3376,Benson Manuel,BUR,MID,7.0,0.36,0.0,0.0,0.45,0.0,0.71,0.0,0.56,0.0,0.0,0.48,0.0,0.0,0.56,0.0,0.0,0.64,0.0,0.66,0.0,0.6,0.0,0.6,0.0,0.59,6.209999999999999
252,3416,Anel Ahmedhodzic,SHU,DEF,7.1,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.15,0.0,2.15,0.0,1.32,0.0,0.0,3.29,0.75,0.8,0.0,3.22,0.0,1.71,0.3,2.21,18.87
253,221,João Virgínia,EVE,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.15,0.2,0.0,0.21,0.0,0.0,0.0,0.0,0.78
254,484,Oliver Norwood,SHU,MID,7.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.28,0.0,1.47,0.0,1.38,0.0,0.0,1.58,0.95,1.34,0.0,1.58,0.0,1.41,0.42,1.57,14.379999999999999
255,3473,Jacob Brown,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.6,0.0,0.0,0.87,0.0,0.0,1.34,0.0,1.22,0.0,1.36,0.0,1.24,0.0,1.43,8.39
256,1202,Dejan Kulusevski,TOT,MID,8.1,3.6,0.0,0.0,3.26,0.0,3.87,0.0,3.03,0.0,0.0,0.0,0.0,3.52,2.97,0.0,0.0,0.58,1.26,2.69,0.69,2.68,0.66,3.58,2.37,3.25,38.01
257,1037,Jadon Sancho,MUN,MID,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,35,Matty Cash,AVL,DEF,7.7,1.41,0.0,0.0,0.0,1.43,1.87,0.0,0.0,0.66,0.0,1.63,0.0,0.0,0.82,0.0,0.0,1.89,0.0,1.6,0.0,1.12,0.0,1.42,0.0,1.67,15.52
259,1383,Manor Solomon,TOT,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.29,0.0,0.0,0.0,0.0,0.41,0.33,0.0,0.0,0.08,0.16,0.34,0.09,0.35,0.09,0.54,0.35,0.49,3.8200000000000003
260,2414,Anass Zaroury,BUR,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1027,Albert Sambi Lokonga,LUT,MID,6.8,0.0,0.0,0.24,0.72,0.0,2.19,0.0,0.0,0.0,0.0,2.62,0.0,0.0,1.88,0.0,0.0,2.5,0.0,2.47,0.0,2.75,0.0,2.99,0.0,2.31,20.669999999999998
262,3487,Carlos Baleba,BHA,MID,6.7,2.47,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.68,0.0,0.6,0.0,0.0,0.62,0.0,0.0,0.14,0.32,0.66,0.11,0.69,0.11,0.59,0.51,0.67,8.820000000000002
263,464,Miguel Almirón,NEW,MID,8.5,0.0,2.5,0.0,0.0,0.0,2.98,0.0,2.92,0.0,0.0,2.47,0.0,0.0,3.04,0.0,0.0,1.41,2.02,2.94,0.0,2.31,0.0,2.34,1.18,2.03,28.14
264,47,Tom Heaton,MUN,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,377,Oleksandr Zinchenko,ARS,DEF,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,1.69,0.0,1.29,0.0,0.0,1.91,0.0,0.0,0.45,1.82,1.54,0.0,2.2,0.0,1.62,1.46,2.09,16.680000000000003
266,367,Harry Wilson,FUL,MID,7.4,0.0,0.0,0.0,2.27,0.0,2.45,0.0,2.35,0.0,0.0,2.28,0.0,0.0,2.21,0.0,0.0,0.47,0.15,2.09,0.0,1.93,0.0,1.65,1.26,2.13,21.24
267,345,Neco Williams,FOR,DEF,6.8,2.51,0.0,0.0,4.01,0.0,4.03,0.0,3.73,0.0,0.0,0.0,0.0,2.49,3.72,0.0,0.0,2.77,0.0,2.1,0.0,3.68,0.0,3.35,0.0,3.24,35.63
268,3459,Ionuț Radu,BOU,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,337,Trent Alexander-Arnold,LIV,DEF,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.7,0.0,2.87,0.0,0.0,6.6,0.0,1.3,5.44,6.15,0.0,4.34,0.0,4.23,4.04,6.49,45.2
270,488,John Fleck,SHU,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,343,Curtis Jones,LIV,MID,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.1,0.0,1.26,0.0,0.0,2.49,0.0,0.57,2.29,2.65,0.0,2.48,0.0,2.2,1.77,2.64,20.110000000000003
272,3383,Elijah Adebayo,LUT,FOR,6.9,0.0,0.0,0.33,1.27,0.0,3.14,0.0,0.0,2.62,0.0,3.62,0.0,0.0,2.43,0.0,0.0,3.52,0.0,3.2,0.0,3.53,0.0,3.34,0.0,3.66,30.66
273,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.42,0.0,0.52,0.0,0.44,0.0,0.4,0.0,0.51,2.59
274,24,Willian,FUL,MID,7.7,0.0,0.0,0.0,3.43,0.0,3.62,0.0,3.41,0.0,0.0,3.17,0.0,0.0,3.32,0.0,0.0,0.76,0.24,3.34,0.0,3.12,0.0,2.7,2.05,3.4,32.56
275,45,Cameron Archer,SHU,FOR,7.2,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.7,0.0,1.07,0.0,1.34,0.0,0.0,1.95,1.05,1.43,0.0,1.85,0.0,1.47,0.44,1.76,13.51
276,1440,Antony,MUN,MID,8.7,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.75,0.0,0.95,0.0,0.0,0.85,0.0,0.54,0.89,0.97,0.0,0.75,0.0,0.67,0.53,0.74,8.45
277,1359,Levi Colwill,CHE,DEF,7.5,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,3.52,0.0,4.59,0.0,0.0,0.0,3.85,0.56,2.08,2.75,1.1,4.28,1.1,3.45,2.7,3.94,38.22
278,813,Moisés Caicedo,CHE,MID,8.0,0.0,4.24,0.0,0.0,0.0,3.62,0.0,0.0,0.0,3.89,0.0,4.15,0.0,0.0,0.0,3.67,0.61,2.46,2.87,1.05,4.33,1.09,3.46,2.78,3.77,41.99
279,454,Jamaal Lascelles,NEW,DEF,6.6,0.0,0.3,0.0,0.0,0.0,0.62,0.0,0.69,0.0,0.0,0.51,0.0,0.0,0.6,0.0,0.0,0.29,0.5,0.91,0.0,0.67,0.0,0.6,0.31,0.52,6.52
280,879,Christian Nørgaard,BRE,MID,6.9,0.0,0.0,0.0,3.67,0.0,3.5,0.0,0.0,2.86,0.0,2.51,0.0,0.0,3.16,0.0,0.0,3.25,0.0,3.29,0.0,3.27,0.0,3.59,0.0,3.31,32.41
281,84,Tariq Lamptey,BHA,DEF,7.4,2.03,0.0,0.0,0.0,0.0,0.0,1.68,0.0,2.37,0.0,1.82,0.0,0.0,2.5,0.0,0.0,0.53,1.05,2.34,0.36,1.9,0.3,1.4,1.29,1.72,21.289999999999996
282,1002,Ibrahima Konaté,LIV,DEF,9.0,0.74,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,6.97,0.0,4.61,0.0,0.0,6.16,0.0,1.16,4.91,5.51,0.0,3.49,0.0,3.79,3.57,5.26,50.64
283,370,Harvey Elliott,LIV,MID,7.5,1.41,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,1.79,0.0,1.37,0.0,0.0,1.27,0.0,0.3,1.16,1.14,0.0,1.28,0.0,1.08,0.89,1.27,14.41
284,340,Joe Gomez,LIV,DEF,8.2,1.64,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,1.76,0.0,1.1,0.0,0.0,1.27,0.0,0.28,1.1,1.14,0.0,1.18,0.0,0.97,0.84,1.12,13.73
285,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.7,0.0,1.31,0.0,1.99,1.8,1.52,7.609999999999999
286,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,1238,James Hill,BOU,DEF,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15
288,1117,Mathias Jørgensen,BRE,DEF,6.6,0.0,0.0,0.0,3.28,0.0,2.49,0.0,0.0,2.39,0.0,1.9,0.0,0.0,3.08,0.0,0.0,2.57,0.0,2.23,0.0,2.63,0.0,2.15,0.0,2.06,24.779999999999998
289,77,Adam Webster,BHA,DEF,8.0,1.55,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.99,0.0,0.86,0.0,0.0,1.19,0.0,0.0,0.23,0.49,1.03,0.16,1.06,0.16,0.78,0.72,0.88,10.800000000000002
290,159,Jorginho,ARS,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,1.57,0.0,1.09,0.0,0.0,1.18,0.0,0.0,0.26,1.12,1.08,0.0,1.29,0.0,1.12,0.89,1.24,12.000000000000002
291,3361,Justin Kluivert,BOU,MID,7.8,0.0,0.0,3.59,0.0,0.0,2.93,0.0,2.83,0.0,0.0,2.65,0.0,0.0,0.0,2.69,0.0,2.53,2.15,2.69,0.0,2.03,0.0,2.86,0.55,2.43,29.93
292,725,Danny Welbeck,BHA,FOR,7.5,2.51,0.0,0.0,0.0,0.0,0.0,2.62,0.0,2.68,0.0,2.25,0.0,0.0,2.28,0.0,0.0,0.51,1.09,2.31,0.38,2.26,0.37,2.21,1.89,2.38,25.740000000000002
293,3504,Ibrahim Sangaré,FOR,MID,7.1,2.18,0.0,0.0,2.26,0.0,2.11,0.0,2.21,0.0,0.0,0.0,0.0,2.05,1.99,0.0,0.0,2.01,0.0,1.84,0.0,2.01,0.0,2.19,0.0,1.99,22.839999999999996
294,249,Anthony Knockaert,FUL,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,3197,Máximo Perrone,MCI,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,167,Thiago Silva,CHE,DEF,8.5,0.0,3.95,0.0,0.0,0.0,5.47,0.0,0.0,0.0,4.35,0.0,5.37,0.0,0.0,0.0,4.85,0.63,2.08,2.96,1.11,5.23,1.11,4.57,2.75,4.53,48.96
298,137,Malang Sarr,CHE,DEF,7.3,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
299,150,Callum Hudson-Odoi,FOR,MID,7.7,2.79,0.0,0.0,3.19,0.0,3.02,0.0,3.38,0.0,0.0,0.0,0.0,2.8,3.01,0.0,0.0,2.76,0.0,2.48,0.0,2.97,0.0,2.95,0.0,2.84,32.19
300,891,Sergi Canós,BRE,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,188,Wayne Hennessey,FOR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,111,Ben Mee,BRE,DEF,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,115,Dwight McNeil,EVE,MID,7.9,0.0,0.0,0.0,0.0,0.0,3.6,0.0,3.5,0.0,0.0,3.87,0.0,0.0,0.0,0.0,3.4,3.89,3.09,3.72,0.0,3.84,0.0,4.23,0.34,2.87,36.35
305,450,Paul Dummett,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,255,Mario Lemina,WOL,MID,7.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,2.55,0.0,0.0,2.57,0.0,0.0,2.14,0.0,0.0,0.57,2.54,3.38,0.0,2.44,0.0,3.29,2.58,2.88,27.88
307,994,Ashley Young,EVE,DEF,7.2,0.0,0.0,0.0,0.0,0.0,2.13,0.0,1.6,0.0,0.0,2.82,0.0,0.0,0.0,0.0,1.68,2.59,1.45,2.17,0.0,2.08,0.0,2.46,0.13,0.98,20.09
308,980,Tahith Chong,LUT,MID,6.8,0.0,0.0,2.51,2.39,0.0,1.64,0.0,0.0,1.67,0.0,1.7,0.0,0.0,1.3,0.0,0.0,1.57,0.0,1.56,0.0,1.63,0.0,1.45,0.0,1.54,18.96
